City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Russell,US,32.3502,-85.1999,60.08,80,67,4.43,broken clouds
345,Yerbogachen,RU,61.2767,108.0108,-21.44,98,92,5.55,overcast clouds
346,Isla Mujeres,MX,21.2311,-86.731,75.25,68,0,9.82,clear sky
347,Flinders,AU,-34.5833,150.8552,74.37,44,0,11.99,clear sky
348,Vanimo,PG,-2.6741,141.3028,77.07,92,100,3.74,moderate rain
349,Mabaruma,GY,8.2,-59.7833,74.39,91,94,3.27,overcast clouds
350,Baijiantan,CN,45.6333,85.1833,4.26,88,14,3.83,few clouds
351,Margate,GB,51.3813,1.3862,36.9,78,2,4.0,clear sky
352,Hamilton,US,39.1834,-84.5333,40.87,70,75,9.22,broken clouds
353,Sioux Lookout,CA,50.1001,-91.917,24.87,86,100,6.91,overcast clouds
354,Beira,MZ,-19.8436,34.8389,78.46,85,15,6.76,light rain
355,Shimoda,JP,34.6667,138.95,46.11,90,100,7.47,light rain
356,Boyolangu,ID,-8.1181,111.8935,78.85,82,99,2.62,overcast clouds
357,Nsoko,SZ,-27.0333,31.95,67.87,98,96,4.05,overcast clouds
358,Bandarbeyla,SO,9.4942,50.8122,76.57,72,25,13.76,scattered clouds
359,Sokolo,ML,14.7328,-6.1219,74.61,12,94,9.26,overcast clouds
360,Maygatasan,PH,8.7094,125.7183,78.04,91,100,0.4,overcast clouds
361,Morton,US,46.7722,-101.2615,29.62,98,100,3.06,overcast clouds
362,Muroto,JP,33.2833,134.15,57.54,73,56,11.54,broken clouds
363,Linxia,CN,35.6003,103.2064,19.11,56,52,1.68,broken clouds
364,Teya,RU,60.3778,92.6267,-25.38,99,100,1.5,overcast clouds
365,Samarai,PG,-10.6167,150.6667,83.59,74,100,4.09,overcast clouds
366,Kalangala,UG,-0.3089,32.225,67.35,78,99,3.27,light rain
367,Kropotkin,RU,45.4375,40.5756,42.85,74,100,9.4,light rain
368,Homer,US,59.6425,-151.5483,30.09,68,0,19.57,clear sky
369,Ruwi,OM,23.5996,58.5507,71.78,67,0,3.2,clear sky
370,Caraz,PE,-9.0486,-77.81,61.29,82,100,4.0,light rain
371,Vyartsilya,RU,62.1764,30.693,13.6,100,100,13.47,light snow
372,Lata,PT,40.1629,-8.3327,63.07,98,100,6.17,overcast clouds
373,Padang,ID,-0.9492,100.3543,73.45,89,99,3.71,overcast clouds
374,Udachnyy,RU,66.4167,112.4,-8.55,76,98,10.04,overcast clouds
375,Urubicha,BO,-15.3833,-62.95,76.35,71,100,3.09,overcast clouds
376,Bilibino,RU,68.0546,166.4372,-27.51,100,100,5.77,overcast clouds
377,Nantucket,US,41.2835,-70.0995,35.71,67,0,23.02,clear sky
378,Erzin,TR,36.9559,36.2,54.45,77,100,7.58,overcast clouds
379,Bousso,TD,10.4795,16.7117,72.21,20,41,5.37,scattered clouds
380,Deputatskiy,RU,69.3,139.9,-22.65,95,100,6.26,overcast clouds
381,Daru,PG,-9.0763,143.2092,82.92,77,100,1.74,light rain
382,Kristiansund,NO,63.1115,7.732,20.05,68,1,4.61,clear sky
383,Ilo,PE,-17.6394,-71.3375,69.55,81,32,2.95,scattered clouds
384,Alice Springs,AU,-23.7,133.8833,74.75,20,75,9.22,broken clouds
385,Byron Bay,AU,-28.65,153.6167,76.95,56,7,11.16,clear sky
386,Thunder Bay,CA,48.4001,-89.3168,29.86,85,100,8.05,overcast clouds
387,Hay River,CA,60.8156,-115.7999,1.27,84,61,11.68,broken clouds
388,Cayenne,GF,4.9333,-52.3333,77.04,94,84,1.14,broken clouds
389,Derzhavinsk,KZ,51.1,66.3167,11.16,78,100,10.04,overcast clouds
390,Nuuk,GL,64.1835,-51.7216,20.88,62,4,7.36,clear sky
391,Calbuco,CL,-41.768,-73.1273,60.01,78,80,8.7,broken clouds
392,Linkou,CN,45.3,130.2833,7.38,68,82,9.71,broken clouds
393,Luanda,AO,-8.8368,13.2343,76.51,85,95,4.99,overcast clouds
394,Ulety,RU,51.3572,112.4849,-11.97,84,47,8.3,scattered clouds
395,Saint-Augustin,CA,51.226,-58.6502,19.8,83,98,14.56,light snow
396,San Quintin,MX,30.4833,-115.95,57.9,55,55,20.56,broken clouds
397,Nurota,UZ,40.5614,65.6886,30.63,70,79,3.71,broken clouds
398,Krasnouralsk,RU,58.3638,60.0407,17.8,96,100,3.06,snow
399,Klyavlino,RU,54.2649,52.0267,13.3,80,15,8.23,few clouds
400,Manaus,BR,-3.1019,-60.025,80.47,67,77,2.33,moderate rain
401,San Policarpo,PH,12.1791,125.5072,81.09,78,70,3.33,broken clouds
402,Kuznechnoye,RU,61.12,29.8686,23.79,93,100,12.93,light snow
403,Cidreira,BR,-30.1811,-50.2056,69.8,70,84,8.34,broken clouds
404,Hinton,CA,53.4001,-117.5857,12.9,96,72,4.38,broken clouds
405,Dunedin,NZ,-45.8742,170.5036,61.81,75,93,10.0,overcast clouds
406,Marshfield,US,44.6689,-90.1718,32.88,80,100,9.22,overcast clouds
407,Belmonte,BR,-15.8631,-38.8828,77.32,90,51,12.15,broken clouds
408,Nampa,US,43.5407,-116.5635,36.64,96,100,0.0,mist
409,Olafsvik,IS,64.8945,-23.7142,33.31,73,21,14.16,few clouds
410,Santiago Del Estero,AR,-27.7951,-64.2615,92.55,29,14,15.43,few clouds
411,Bose,IT,45.4612,8.0137,30.15,90,70,3.53,broken clouds
412,Aykhal,RU,66.0,111.5,-14.15,100,99,7.14,overcast clouds
413,Kuminskiy,RU,58.6667,66.5667,-2.79,93,100,2.93,overcast clouds
414,Neiafu,TO,-18.65,-173.9833,83.08,65,75,14.97,broken clouds
415,Auki,SB,-8.7676,160.7034,85.8,65,74,3.4,broken clouds
416,Sisimiut,GL,66.9395,-53.6735,12.58,73,67,9.08,broken clouds
417,Porto Walter,BR,-8.2686,-72.7439,76.5,79,100,5.66,overcast clouds
418,Kudahuvadhoo,MV,2.6708,72.8944,81.28,78,97,15.12,overcast clouds
419,Starkville,US,33.4504,-88.8184,55.44,99,100,6.91,overcast clouds
420,Berlevag,NO,70.8578,29.0864,23.0,46,100,24.16,overcast clouds
421,Verkh-Usugli,RU,52.7,115.1667,-15.45,72,100,4.68,overcast clouds
422,Ajdabiya,LY,30.7554,20.2263,65.35,55,64,7.67,broken clouds
423,Viedma,AR,-40.8135,-62.9967,62.4,27,19,1.66,few clouds
424,Pokaran,IN,26.9167,71.9167,61.47,31,0,9.69,clear sky
425,Jalu,LY,29.0331,21.5482,65.37,42,68,7.36,broken clouds
426,Murmashi,RU,68.8154,32.8115,-16.19,76,0,2.24,clear sky
427,Mapiri,BO,-15.25,-68.1667,68.16,99,100,1.7,overcast clouds
428,Iqaluit,CA,63.7506,-68.5145,9.7,84,94,4.32,overcast clouds
429,Iraray,PH,8.9936,118.0511,78.53,78,52,4.32,broken clouds
430,Mazamari,PE,-11.3258,-74.5308,68.99,98,100,0.96,overcast clouds
431,Raudeberg,NO,61.9875,5.1352,23.67,53,65,6.73,broken clouds
432,Aragats,AM,40.4889,44.3528,22.57,93,98,3.91,overcast clouds
433,Moerai,PF,-22.4333,-151.3333,74.44,88,100,27.34,moderate rain
434,Chegdomyn,RU,51.1167,133.0167,6.67,95,100,1.05,overcast clouds
435,Gorontalo,ID,0.5412,123.0595,81.61,82,90,2.71,overcast clouds
436,Doume,CM,4.2333,13.45,68.45,57,95,3.13,overcast clouds
437,Salina,US,38.8403,-97.6114,50.31,96,100,17.27,mist
438,San Patricio,US,28.017,-97.5169,75.29,82,100,15.41,overcast clouds
439,Vlakhopoulon,GR,37.0333,21.7833,57.52,92,82,2.59,broken clouds
440,Aksarka,RU,66.5606,67.7975,-19.8,96,35,6.02,scattered clouds
441,Novouzensk,RU,50.4592,48.1431,21.87,62,0,14.16,clear sky
442,Harper,LR,4.375,-7.7169,78.4,80,34,7.29,scattered clouds
443,Camana,PE,-16.6228,-72.7111,72.01,79,76,1.16,broken clouds
444,Hovd,MN,48.0056,91.6419,-5.46,75,22,4.23,few clouds
445,Tucurui,BR,-3.7661,-49.6725,76.14,85,94,2.82,overcast clouds
446,Aranos,NA,-24.1333,19.1167,71.22,25,81,11.5,broken clouds
447,Suntar,RU,62.1444,117.6319,-13.97,95,100,8.41,overcast clouds
448,Omsukchan,RU,62.5333,155.8,-25.11,96,100,4.92,overcast clouds
449,Mushie,CD,-3.0167,16.9,71.11,92,100,0.83,overcast clouds
450,Kaniama,CD,-7.5667,24.1833,65.35,98,100,0.25,light rain
451,Hofn,IS,64.2539,-15.2082,32.52,66,1,18.34,clear sky
452,Zhangye,CN,38.9342,100.4517,14.77,47,9,2.08,clear sky
453,Mama,RU,58.3106,112.8986,-17.72,98,100,3.4,overcast clouds
454,Nago,JP,26.5881,127.9761,67.05,72,75,14.36,broken clouds
455,Anadyr,RU,64.75,177.4833,-8.9,64,0,8.95,clear sky
456,Katsuura,JP,35.1333,140.3,54.52,87,99,9.33,light rain
457,Okhotsk,RU,59.3833,143.3,-25.6,80,4,13.73,clear sky
458,Moree,AU,-29.4667,149.85,74.28,21,0,8.55,clear sky
459,Horsham,GB,51.064,-0.3272,33.31,91,100,5.75,overcast clouds
460,Uarini,BR,-2.99,-65.1083,75.56,89,91,2.39,heavy intensity rain
461,Havelock,US,34.8791,-76.9013,46.92,70,0,13.8,clear sky
462,Turukhansk,RU,65.8167,87.9833,-18.53,98,100,3.76,overcast clouds
463,Constitucion,CL,-35.3333,-72.4167,61.5,72,0,18.43,clear sky
464,Lensk,RU,60.7253,114.9278,-15.9,94,100,11.12,overcast clouds
465,Kloulklubed,PW,7.0419,134.2556,77.5,75,100,7.38,light rain
466,Hami,CN,42.8,93.45,17.64,42,37,4.7,scattered clouds
467,Piranshahr,IR,36.701,45.1413,34.7,70,80,6.89,broken clouds
468,Veraval,IN,20.9,70.3667,74.89,50,14,13.06,few clouds
469,Bhainsdehi,IN,21.6467,77.6325,64.35,88,24,3.33,few clouds
470,Coquimbo,CL,-29.9533,-71.3436,62.33,88,0,9.22,clear sky
471,Ossora,RU,59.2353,163.0719,7.86,79,100,7.09,overcast clouds
472,Ust-Nera,RU,64.5667,143.2,-51.2,98,81,4.25,broken clouds
473,Ahuimanu,US,21.4447,-157.8378,82.11,61,20,17.27,light rain
474,Fare,PF,-16.7,-151.0167,77.97,75,100,23.78,overcast clouds
475,Hundested,DK,55.9667,11.8667,28.99,77,92,4.0,overcast clouds
476,Pandan,PH,14.0453,124.1694,80.64,81,98,5.91,overcast clouds
477,Rahimatpur,IN,17.6,74.2,71.17,81,94,8.59,overcast clouds
478,Caala,AO,-12.8525,15.5606,58.23,91,98,3.0,overcast clouds
479,Severo-Kurilsk,RU,50.6789,156.125,27.75,63,98,9.55,overcast clouds
480,Canterbury,GB,51.279,1.0799,37.0,78,16,8.23,few clouds
481,Selaphum,TH,16.0299,103.9383,60.91,71,23,12.8,few clouds
482,Smidovich,RU,48.6,133.8167,10.33,96,100,6.46,overcast clouds
483,Coihaique,CL,-45.5752,-72.0662,56.01,71,0,4.61,clear sky
484,Banjar,ID,-8.19,114.9675,81.61,82,100,2.04,overcast clouds
485,Rio Gallegos,AR,-51.6226,-69.2181,66.25,30,0,11.5,clear sky
486,Tinaquillo,VE,9.9186,-68.3047,71.67,87,92,4.47,overcast clouds
487,Hearst,CA,49.6835,-83.6665,7.88,94,6,3.53,clear sky
488,Vilyuysk,RU,63.7553,121.6247,-20.07,98,100,4.16,overcast clouds
489,Pinega,RU,64.7001,43.3936,-2.83,95,98,7.27,overcast clouds
490,Isangel,VU,-19.55,169.2667,81.93,62,1,11.34,clear sky
491,Voh,NC,-20.9667,164.7,84.31,59,13,5.75,few clouds
492,Gizo,SB,-8.103,156.8419,84.49,70,69,5.21,light rain
493,Sinnamary,GF,5.3833,-52.95,76.95,86,91,9.04,overcast clouds
494,Mount Isa,AU,-20.7333,139.5,87.57,14,8,10.36,clear sky
495,Cienfuegos,CU,22.1461,-80.4356,73.85,70,19,3.04,few clouds
496,Bambanglipuro,ID,-7.95,110.2833,80.4,79,99,3.89,overcast clouds
497,Sinazongwe,ZM,-17.2614,27.4618,77.81,65,93,3.31,light rain
498,Bull Savanna,JM,17.8868,-77.5902,73.78,80,74,6.44,light rain
499,Saquena,PE,-4.6667,-73.5167,78.91,77,59,2.62,broken clouds
500,Ocampo,MX,21.65,-101.5,61.66,32,8,10.74,clear sky
501,Laguna,US,38.421,-121.4238,53.89,63,0,8.05,clear sky
502,Xianshuigu,CN,38.985,117.3828,24.8,24,0,22.37,clear sky
503,Cabedelo,BR,-6.9811,-34.8339,79.47,75,74,12.84,broken clouds
504,Chicama,PE,-7.8447,-79.1469,68.54,73,99,5.97,overcast clouds
505,Lusambo,CD,-4.9667,23.45,68.23,99,100,2.21,light rain
506,Shingu,JP,33.7333,135.9833,53.64,89,96,5.95,light rain
507,Ishim,RU,56.1128,69.4902,5.94,89,100,5.14,overcast clouds
508,Bissau,GW,11.8636,-15.5977,76.78,83,0,6.35,clear sky
509,Corrente,BR,-3.7367,-43.3394,78.26,69,74,5.68,broken clouds
510,Zeya,RU,53.75,127.2667,1.24,81,100,8.99,overcast clouds
511,Kashary,RU,49.04,41.0056,35.08,89,100,20.54,overcast clouds
512,Zemio,CF,5.0314,25.1361,76.41,42,70,1.74,broken clouds
513,Kikwit,CD,-5.041,18.8162,68.88,99,100,0.54,moderate rain
514,Namibe,AO,-15.1961,12.1522,68.52,74,75,8.16,broken clouds
515,Godda,IN,24.8333,87.2167,57.24,52,8,2.98,clear sky
516,Namatanai,PG,-3.6667,152.4333,82.38,74,97,3.0,light rain
517,Hobyo,SO,5.3505,48.5268,77.94,69,2,20.27,clear sky
518,Ishigaki,JP,24.3448,124.1572,68.09,75,99,25.9,overcast clouds
519,Mo I Rana,NO,66.3128,14.1428,1.33,83,18,4.0,few clouds
520,Dubrovka,RU,53.6907,33.5071,25.43,92,72,6.71,broken clouds
521,Pio Xii,BR,-3.8325,-45.1525,76.26,85,62,5.08,broken clouds
522,Bethel,US,41.3712,-73.414,29.93,63,0,8.05,clear sky
523,Zambezi,ZM,-13.5432,23.1047,63.43,97,70,2.19,light rain
524,Lucea,JM,18.451,-78.1736,77.86,73,21,9.04,few clouds
525,Aswan,EG,24.0934,32.907,67.1,29,0,6.22,clear sky
526,Shagonar,RU,51.5333,92.8,-16.24,96,99,3.15,overcast clouds
527,Taunggyi,MM,20.7833,97.0333,51.69,89,3,2.64,clear sky
528,Ugoofaaru,MV,5.6667,73.0,81.25,76,77,15.19,broken clouds
529,Kysyl-Syr,RU,63.8986,122.7617,-23.31,99,100,3.29,overcast clouds
530,Iberia,US,29.9502,-91.7507,68.07,82,0,3.44,clear sky
531,Cabra,ES,37.4725,-4.4421,60.53,88,100,16.4,overcast clouds
532,Tsumeb,NA,-19.2333,17.7167,73.2,62,96,8.16,overcast clouds
533,Kruisfontein,ZA,-34.0033,24.7314,68.88,87,100,6.98,overcast clouds
534,Nioro,GM,13.35,-15.75,75.36,15,0,5.75,clear sky
535,Inhambane,MZ,-23.865,35.3833,76.75,83,87,8.08,overcast clouds
536,Kilembe,UG,0.2,30.0,58.53,91,100,4.88,overcast clouds
537,Bathsheba,BB,13.2167,-59.5167,79.41,87,20,12.66,few clouds
538,Palmer,US,42.1584,-72.3287,27.99,70,25,3.0,scattered clouds
539,Freeport,US,40.6576,-73.5832,34.02,68,0,19.57,clear sky
540,Gryazi,RU,52.4966,39.9359,33.4,88,100,18.45,light snow
541,Glenwood Springs,US,39.5505,-107.3248,33.4,88,100,10.36,snow
542,Grindavik,IS,63.8424,-22.4338,25.27,86,6,5.75,clear sky
543,Tuy Hoa,VN,13.0833,109.3,69.31,84,98,10.42,overcast clouds
544,Villa Carlos Paz,AR,-31.4241,-64.4978,82.38,17,0,8.01,clear sky
545,Sovetskaya,RU,44.7769,41.1722,38.89,79,100,9.35,overcast clouds
546,Ostrovnoy,RU,68.0531,39.5131,9.41,93,71,7.74,broken clouds
547,Yeniseysk,RU,58.4497,92.1703,-16.82,95,100,6.53,overcast clouds
548,Sibolga,ID,1.7427,98.7792,74.48,94,100,3.36,overcast clouds
549,Mareeba,AU,-17.0,145.4333,85.48,42,72,0.67,broken clouds
550,Itoman,JP,26.1247,127.6694,68.02,71,75,19.57,broken clouds
551,Bayir,TR,37.2687,28.2167,54.12,91,100,3.89,overcast clouds
552,Agadez,NE,19.75,10.25,66.63,15,62,6.91,broken clouds
553,Staryy Nadym,RU,65.6118,72.6842,-17.63,97,80,2.71,broken clouds
554,Mandurah,AU,-32.55,115.7,63.88,58,93,19.98,overcast clouds
555,Dera Bugti,PK,29.0307,69.151,58.64,45,0,7.36,clear sky
556,Paranapanema,BR,-23.3886,-48.7228,70.56,96,100,5.55,heavy intensity rain
557,Hervey Bay,AU,-25.2986,152.8535,79.29,79,58,10.67,broken clouds
558,Kunming,CN,25.0389,102.7183,47.62,79,95,2.57,overcast clouds
559,Jiayuguan,CN,39.8167,98.3,10.27,53,0,5.57,clear sky
560,Bridgetown,BB,13.1,-59.6167,79.29,73,20,12.66,few clouds
561,Tromso,NO,69.6496,18.957,21.22,73,0,14.97,clear sky
562,Poum,NC,-20.2333,164.0167,80.82,67,17,5.32,few clouds
563,Cherat,PK,33.8233,71.8915,40.93,38,77,2.86,broken clouds
564,Eseka,CM,3.65,10.7667,71.76,99,23,2.15,few clouds
565,Sao Paulo Do Potengi,BR,-5.895,-35.7628,76.14,79,68,5.68,broken clouds
566,Rio Cuarto,AR,-33.1307,-64.3499,76.77,18,0,20.71,clear sky
567,Astana,KZ,51.1801,71.446,12.15,62,40,13.42,scattered clouds
568,Flin Flon,CA,54.7682,-101.865,22.84,98,100,3.56,light snow
569,Druzhba,UA,52.0428,33.9453,29.12,85,100,5.53,overcast clouds
570,Bubaque,GW,11.2833,-15.8333,81.21,74,1,10.31,clear sky
571,Sakakah,SA,29.9697,40.2064,57.78,65,66,1.97,broken clouds
572,Maun,BW,-19.9833,23.4167,75.54,66,95,5.46,overcast clouds
573,Hukuntsi,BW,-24.0,21.75,72.84,67,12,16.55,few clouds
574,Sambava,MG,-14.2667,50.1667,74.1,89,20,10.13,few clouds
575,Knysna,ZA,-34.0363,23.0471,69.66,95,81,0.36,broken clouds
576,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,32,0,28.77,clear sky
577,Ghosi,IN,26.1083,83.5436,57.29,45,0,5.03,clear sky
578,Carmen,MX,18.6333,-91.8333,78.84,83,20,9.22,few clouds
579,Nichinan,JP,31.6,131.3667,54.7,68,14,7.05,few clouds
580,Tricase,IT,39.9304,18.3553,51.24,70,83,11.88,broken clouds
581,Champerico,GT,14.3,-91.9167,79.88,72,87,6.17,light rain
582,Oussouye,SN,12.485,-16.5469,74.64,56,0,4.68,clear sky
583,Gewane,ET,10.1664,40.6453,71.65,57,7,5.21,clear sky
584,Falmouth,GB,50.1544,-5.0711,41.58,87,75,11.5,broken clouds
585,Smithers,CA,54.7804,-127.1743,14.52,96,60,1.32,broken clouds
586,Waipawa,NZ,-41.4122,175.5153,69.89,59,0,9.8,clear sky
587,Kroya,ID,-7.6331,109.2461,79.25,80,100,1.14,overcast clouds
588,Pauini,BR,-7.7136,-66.9764,76.08,87,76,1.36,broken clouds
589,Komsomolskiy,UZ,40.4272,71.7189,27.32,93,99,4.61,fog
590,Quang Ngai,VN,15.1167,108.8,66.83,87,100,8.19,overcast clouds
591,Pechora,RU,65.1472,57.2244,-29.33,100,44,2.64,scattered clouds
592,Kaliua,TZ,-5.0606,31.7936,63.07,90,100,3.47,overcast clouds
593,Raga,SS,8.4596,25.678,71.98,24,79,5.03,broken clouds
594,Mokolo,CM,10.7398,13.8019,67.5,24,45,3.09,scattered clouds
595,Tabou,CI,4.423,-7.3528,78.4,81,15,7.16,few clouds
596,Svetlyy,RU,54.675,20.1347,34.97,78,100,25.57,light snow
597,Bereda,ES,43.2686,-7.5406,58.41,100,99,7.74,overcast clouds
598,Paamiut,GL,61.994,-49.6678,18.09,61,0,8.72,clear sky
599,Kupang,ID,-10.1667,123.5833,84.78,79,20,3.44,few clouds
600,Lazaro Cardenas,MX,17.9583,-102.2,77.79,75,6,4.54,clear sky
601,Manbij,SY,36.5281,37.9549,50.02,63,100,8.23,light rain
602,Pyshchug,RU,58.8873,45.7134,26.24,91,100,10.33,overcast clouds
603,Khvorostyanka,RU,52.6096,48.9597,20.77,67,0,12.35,clear sky
604,Lucapa,AO,-8.4192,20.7447,65.66,96,100,2.8,light rain
605,Kahului,US,20.8947,-156.47,80.62,72,40,24.16,scattered clouds
606,Liverpool,GB,53.4106,-2.9779,33.66,95,75,4.61,broken clouds
607,Chiesanuova,SM,43.9045,12.4214,35.71,90,100,3.44,mist
608,Novikovo,RU,51.1537,37.8879,38.26,96,100,13.8,overcast clouds
609,Kabrai,IN,25.4167,80.0167,62.73,40,21,5.95,few clouds
610,Asfi,MA,32.2994,-9.2372,64.36,96,89,12.84,overcast clouds
611,Ambilobe,MG,-13.2,49.05,74.35,82,20,3.33,few clouds
612,Dondo,MZ,-19.6094,34.7431,73.36,94,11,3.4,light rain
613,Danville,US,36.586,-79.395,43.03,80,75,0.0,broken clouds
614,Kirakira,SB,-10.4544,161.9205,86.09,66,84,4.34,broken clouds
615,Vallenar,CL,-28.5708,-70.7581,73.71,46,0,4.61,clear sky
616,Isabela,PH,6.7085,121.9711,81.72,78,69,2.59,broken clouds
617,Soe,ID,-9.8607,124.284,78.55,58,56,2.75,broken clouds
618,Puro,PH,12.4841,123.3827,80.11,80,96,6.64,overcast clouds
619,Wangqing,CN,43.3218,129.7634,12.83,58,48,10.63,scattered clouds
620,Carazinho,BR,-28.2839,-52.7864,69.37,81,41,11.54,heavy intensity rain
621,Vuktyl,RU,63.8567,57.3094,-24.18,100,40,4.43,scattered clouds
622,Duekoue,CI,6.7472,-7.3496,73.27,61,10,3.04,clear sky
623,Morondava,MG,-20.2833,44.2833,75.87,83,94,5.86,overcast clouds
624,Baneh,IR,35.9975,45.8853,34.79,72,90,5.88,overcast clouds
625,Svetlogorsk,BY,52.6333,29.7333,25.23,92,97,10.36,overcast clouds
626,Kismayo,SO,-0.3582,42.5454,79.34,76,6,13.27,clear sky
627,Aitape,PG,-3.1374,142.3475,76.12,94,100,4.27,overcast clouds
628,Kopervik,NO,59.2835,5.3067,32.32,69,75,12.66,light snow
629,Buraydah,SA,26.326,43.975,65.19,40,30,15.01,scattered clouds
630,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.46,93,100,4.05,heavy intensity rain
631,Sabzevar,IR,36.2126,57.6819,36.63,53,1,6.62,clear sky
632,Touho,NC,-20.7833,165.2333,79.29,68,29,7.14,scattered clouds
633,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,83.89,62,29,3.47,scattered clouds
634,Umarkot,PK,25.3616,69.7362,64.72,33,0,10.36,clear sky
635,Lonevag,NO,60.5262,5.4937,29.01,68,100,1.99,overcast clouds
636,Oakland,US,42.6667,-83.3999,35.47,83,100,10.0,overcast clouds
637,Kant,IN,27.8,79.8,58.57,39,0,7.94,clear sky
638,Arroyo,ES,41.6096,-4.7969,55.6,88,75,18.41,broken clouds
639,Tshikapa,CD,-6.4167,20.8,67.8,97,100,0.94,light rain
640,Charters Towers,AU,-20.1,146.2667,89.38,47,46,10.18,scattered clouds
641,Ketchikan,US,55.3422,-131.6461,35.58,80,100,14.97,light rain
642,Verkhoyansk,RU,67.5447,133.385,-27.87,99,100,1.23,overcast clouds
643,Zhireken,RU,52.8249,117.3076,-16.85,94,99,4.07,overcast clouds
644,Vanavara,RU,60.34,102.2797,-33.99,100,41,2.98,scattered clouds
645,Oranjemund,NA,-28.55,16.4333,66.09,84,10,5.28,clear sky
646,Gomel,BY,52.4345,30.9754,29.16,85,89,8.68,overcast clouds
647,Gujar Khan,PK,33.2558,73.3026,54.63,40,0,6.67,clear sky
648,Brownsville,US,25.9018,-97.4975,77.09,88,75,10.36,broken clouds
649,Litovko,RU,49.2361,135.1742,10.29,95,100,3.76,light snow
650,Clovis,US,36.8252,-119.7029,53.49,62,40,12.66,scattered clouds
651,Polyarnyye Zori,RU,67.3661,32.4981,4.55,98,95,3.74,overcast clouds
652,Gongzhuling,CN,43.5008,124.8198,9.03,30,100,14.36,overcast clouds
653,Lima,PE,-12.0432,-77.0282,73.9,72,0,13.8,clear sky
654,North Bend,US,43.4065,-124.2243,48.85,89,0,8.05,clear sky
655,Bonavista,CA,48.6499,-53.1147,32.72,89,100,13.87,overcast clouds
656,Maumere,ID,-8.6199,122.2111,84.07,65,78,2.73,broken clouds
657,Bandipur,NP,27.9333,84.4167,46.11,74,0,2.44,clear sky
658,Harlingen,US,26.1906,-97.6961,78.06,89,100,16.11,overcast clouds
659,Ribeira Brava,PT,32.65,-17.0667,75.0,95,100,11.01,overcast clouds
660,Pavlodar,KZ,52.3,76.95,19.2,86,100,17.9,snow
661,Qaqortoq,GL,60.7167,-46.0333,13.24,65,2,7.76,clear sky
662,Junin,AR,-34.5838,-60.9433,68.9,46,25,15.21,scattered clouds
663,Dolinsk,RU,47.35,142.8,27.88,86,95,7.92,overcast clouds
664,Jurado,CO,7.1053,-77.7641,76.32,88,84,0.27,light rain
665,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,71,0,10.0,clear sky
666,Thinadhoo,MV,0.5333,72.9333,81.55,76,97,15.46,overcast clouds
667,Znamenskoye,RU,57.1281,73.8282,-7.42,93,91,9.24,overcast clouds
668,Beyla,GN,8.6833,-8.6333,68.43,30,0,1.12,clear sky
669,Minden,DE,52.2833,8.9167,23.95,86,7,3.44,clear sky
670,Kayerkan,RU,69.3497,87.7602,-13.49,75,100,13.98,overcast clouds
671,Stirion,GR,38.4,22.7167,48.83,83,100,5.57,overcast clouds
672,Colares,PT,38.7992,-9.4469,67.33,96,100,23.0,overcast clouds
673,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,87,100,16.53,light rain
674,Pecos,US,31.4229,-103.4932,70.25,37,0,5.75,clear sky
675,Keflavik,IS,64.0049,-22.5624,25.23,86,6,5.75,clear sky
676,Juanjui,PE,-7.1779,-76.7314,74.21,88,100,2.24,light rain
677,Pangoa,PE,-12.1167,-73.0,67.28,97,100,2.59,overcast clouds
678,Sirur,IN,18.8333,74.3833,71.53,78,77,7.99,broken clouds
679,Iznik,TR,40.4286,29.7211,47.95,65,71,6.35,broken clouds
680,Kontagora,NG,10.3999,5.4695,71.98,24,49,5.39,scattered clouds
681,Axim,GH,4.8699,-2.2405,78.21,86,52,6.15,light rain
682,Wasilla,US,61.5814,-149.4394,25.75,90,100,8.05,light snow
683,Okha,RU,53.5739,142.9478,14.27,96,100,4.14,overcast clouds
684,Champoton,MX,19.35,-90.7167,77.74,77,66,6.8,broken clouds
685,Gigmoto,PH,13.7796,124.39,81.25,76,99,4.56,overcast clouds
686,La Ronge,CA,55.1001,-105.2842,3.49,96,91,6.24,overcast clouds
687,Korla,CN,41.7597,86.1469,19.44,49,0,4.92,clear sky
688,Puli,TW,23.9664,120.9695,65.21,73,79,4.32,broken clouds
689,San-Pedro,CI,4.7485,-6.6363,78.31,84,8,6.44,clear sky
690,Mandera,KE,3.9366,41.867,80.31,31,3,9.28,clear sky
691,Mamou,GN,10.5,-12.0,68.94,25,54,1.74,broken clouds
692,Tukrah,LY,32.5341,20.5791,65.17,83,48,12.17,scattered clouds
693,Egvekinot,RU,66.3167,-179.1667,-22.29,78,46,5.28,scattered clouds
694,Tuchola,PL,53.5879,17.8591,29.82,87,100,12.57,overcast clouds
695,Kerema,PG,-7.9631,145.7785,82.6,72,100,2.62,overcast clouds
696,Kavaratti,IN,10.5669,72.642,80.55,79,100,21.21,moderate rain
